Experiment,subj,condition,age,sex,phase,block,trial,cue,resp,out,numResp,RT,AOI_cue_p1,AOI_cue_p2,AOI_resp_p1,AOI_resp_p2,AOI_out_p1,AOI_out_p2,tOutFix,nFix_p1,nFix_p2,samples_p1,samples_p2,raw_NA_p1,raw_NA_p2,post_interp_NA_p1,post_interp_NA_p2,ICU,ICU_medSplit,AOI_cue_p2_1s,AOI_resp_p2_1s,AOI_out_p2_1s,tOutFix_1s,ICU_Exp_medSplit
Exp3,P139_Exp3,NA,18,M,1,2,6,1,1,5,1,1539.74917161395,357,163,990,213,0,0,NA,7,3,462,251,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,2,7,2,2,6,1,2383.62154995593,324,0,1381,783,0,0,NA,8,2,715,253,121,0,120,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,2,8,4,4,8,1,487.398820754606,250,279,170,0,0,393,434,2,3,146,249,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,3,9,1,1,5,1,1606.24613349864,286,556,713,0,103,40,780,7,2,481,252,11,3,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,3,10,2,2,6,1,2175.43463351103,1040,0,507,0,206,607,227,6,3,652,251,50,20,38,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,3,11,4,4,8,1,1983.74031018466,504,0,779,0,191,662,20,8,5,595,253,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,3,12,3,3,7,1,1409.77042513805,184,0,397,0,497,817,3,7,2,423,251,4,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,4,13,1,1,5,1,1124.25113697464,133,817,627,0,173,0,NA,5,2,337,251,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,4,14,3,3,7,1,1168.86775388048,275,476,783,290,0,0,NA,6,3,351,252,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,4,15,2,2,6,1,872.577637601353,373,207,440,497,0,0,NA,4,4,262,251,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,4,16,4,4,8,1,318.238549676607,300,223,0,0,0,0,NA,2,2,96,247,0,73,0,73,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,5,17,1,1,5,1,1090.30540724234,0,776,552,0,0,0,NA,7,2,328,251,2,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,5,18,4,4,8,1,912.501998089283,286,70,506,253,0,0,NA,4,4,273,250,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,5,19,2,2,6,1,755.719208034861,374,496,316,203,0,0,NA,3,3,226,252,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,5,20,3,3,7,1,79.2140083303821,0,193,73,96,0,0,NA,1,3,24,246,0,70,0,70,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,6,21,2,2,6,1,2790.76984039602,1332,0,573,0,280,729,37,12,6,837,251,62,0,54,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,6,22,3,3,7,1,1982.56907248651,296,0,1023,0,316,800,3,8,3,595,254,2,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,6,23,4,4,8,1,1568.39715478054,360,0,420,0,504,727,3,7,2,470,253,2,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,1,6,24,1,1,5,1,1393.01336841527,180,0,563,0,337,740,37,7,4,418,250,12,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,7,25,5,1,9,1,3754.18327356783,2277,0,369,110,0,563,227,8,4,1127,252,152,26,114,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,7,26,6,2,10,1,1364.28034778146,660,60,371,246,56,343,67,6,4,409,254,11,12,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,7,27,8,4,12,1,1398.87452473158,436,0,430,110,357,652,10,5,3,420,253,9,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,7,28,7,3,11,1,910.137021368428,487,0,297,97,0,690,130,5,3,273,251,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,8,29,6,2,10,1,1540.46073942845,663,0,327,0,210,810,10,9,2,462,251,29,0,29,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,8,30,8,4,12,1,1510.43608440705,353,0,250,0,357,474,3,7,4,453,250,11,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,8,31,5,1,9,1,1811.71331210317,37,0,1027,0,84,567,7,11,5,544,249,18,6,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,8,32,7,3,11,1,874.812281981576,237,0,427,0,56,663,3,5,3,263,250,0,37,0,37,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,9,33,5,1,9,1,1413.12166114585,299,0,717,0,0,786,4,8,2,424,250,12,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,9,34,7,3,11,1,1086.26890366941,143,0,419,0,174,834,3,5,1,326,252,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,9,35,8,4,12,1,2011.34914134127,0,0,1209,0,256,614,3,6,3,603,250,63,22,63,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,9,36,6,2,10,1,1034.66284981732,0,0,337,0,443,813,4,4,2,310,253,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,10,37,7,3,11,1,1545.66585067732,654,0,273,110,0,452,144,8,3,464,249,81,17,62,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,10,38,8,4,12,1,964.636394692207,336,0,347,0,0,840,3,5,1,290,254,6,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,10,39,5,1,9,1,997.248994088295,386,0,200,0,109,517,3,5,2,299,249,2,40,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,10,40,6,2,10,1,631.288937151112,286,0,160,0,0,774,3,3,3,189,254,2,8,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,11,41,8,4,12,1,1095.86294181099,180,0,370,353,104,383,3,6,4,329,249,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,11,42,7,3,11,1,980.861894184272,160,0,586,0,46,780,3,6,3,294,254,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,11,43,5,1,9,1,1117.71289539138,0,0,540,0,260,473,97,7,3,336,253,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,11,44,6,2,10,1,898.410033134496,0,0,93,0,613,833,3,4,2,270,254,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,12,45,7,3,11,1,1306.75060147223,167,0,226,0,86,804,3,6,3,392,251,66,0,61,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,12,46,6,2,10,1,2278.01465858829,439,0,586,0,213,750,46,9,3,683,250,60,0,49,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,12,47,8,4,12,1,1011.56421892119,0,0,347,0,254,544,3,5,3,304,249,0,5,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,2,12,48,5,1,9,1,724.934183630467,34,0,350,0,53,661,3,5,4,218,251,2,2,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,13,49,12,4,16,1,1148.67383923229,344,107,503,154,0,388,30,4,6,345,253,18,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,13,50,11,3,15,1,1350.98966371152,334,0,884,434,0,337,503,6,2,406,253,2,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,13,51,9,1,13,1,840.190343658833,313,60,317,386,0,0,NA,4,5,253,251,0,68,0,63,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,13,52,10,2,14,1,263.335613661184,150,0,0,137,0,333,167,2,2,79,249,0,75,0,75,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,14,53,9,1,13,1,1572.3065404909,333,810,612,0,0,0,NA,9,2,472,251,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,14,54,12,4,16,1,1052.91697508619,577,833,354,0,0,0,NA,5,1,316,252,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,14,55,10,2,14,1,940.345778124538,910,246,0,0,0,0,NA,4,3,282,252,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,14,56,11,3,15,1,230.392800043774,0,750,177,0,0,0,NA,1,5,70,244,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,15,57,10,2,14,1,1281.31563190254,333,536,691,0,0,0,NA,7,3,384,254,0,68,0,66,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,15,58,11,3,15,1,726.288646388639,350,820,0,0,0,0,NA,4,2,218,250,0,2,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,15,59,12,4,16,1,826.106268779768,756,568,0,0,0,0,NA,3,10,248,250,0,7,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,15,60,9,1,13,1,234.818255061327,230,837,0,0,0,0,NA,1,1,71,252,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,16,61,11,3,15,1,2248.69660355762,264,0,981,0,183,801,3,9,4,675,254,122,0,113,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,16,62,12,4,16,1,1231.6750832324,390,0,213,0,150,826,3,7,2,370,254,5,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,16,63,10,2,14,1,798.945126287435,256,0,200,0,136,807,3,5,3,239,254,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,16,64,9,1,13,1,776.338602247051,187,0,142,0,0,656,4,4,3,233,249,10,16,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,17,65,10,2,14,1,3428.26972715739,160,53,2325,406,345,280,3,12,3,1029,250,36,0,30,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,17,66,11,3,15,1,1235.67622758674,284,0,353,0,453,596,4,4,3,371,253,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,17,67,12,4,16,1,802.668656913738,310,0,157,514,146,223,3,5,2,240,253,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,17,68,9,1,13,1,755.122192411363,86,0,163,0,0,570,167,4,4,226,252,0,8,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,18,69,10,2,14,1,1505.64622484671,170,0,580,0,260,294,3,6,3,452,251,2,101,0,87,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,18,70,12,4,16,1,1494.86429218268,360,0,613,813,0,0,NA,6,2,449,250,0,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,18,71,9,1,13,1,1250.77958317706,150,0,673,757,0,0,NA,9,3,376,253,4,0,0,0,16,Low,NA,NA,NA,NA,Low
Exp3,P139_Exp3,NA,18,M,3,18,72,11,3,15,1,329.169809303494,0,0,30,57,0,450,40,2,4,98,245,0,46,0,46,16,Low,NA,NA,NA,NA,Low
Exp3,P140_Exp3,NA,18,M,1,1,1,2,2,6,1,7198.64489434804,1549,0,3620,180,0,580,217,26,3,2160,253,311,0,234,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,1,2,3,3,7,1,4836.29878367174,560,217,2631,223,0,244,190,19,4,1451,253,257,0,205,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,1,3,1,1,5,4,7057.67264432325,374,350,5083,146,0,187,197,20,3,2117,246,286,0,218,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,1,4,4,4,8,1,4328.78933238499,396,253,1835,133,0,230,236,16,3,1299,250,418,6,366,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,2,5,3,3,7,1,2226.97055336539,293,0,1148,134,0,636,180,6,3,668,250,165,0,158,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,2,6,1,1,5,1,2194.48653295694,167,0,1500,613,133,134,186,7,3,659,250,61,0,42,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,2,7,4,4,8,1,2076.3148443566,217,0,1458,166,0,475,217,8,6,623,250,66,48,29,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,2,8,2,2,6,1,2033.6955851526,203,0,1153,167,93,607,233,9,2,610,253,89,0,60,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,3,9,1,1,5,1,3074.87797415524,714,0,1604,200,0,170,247,12,3,923,251,52,0,52,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,3,10,2,2,6,3,5711.07044638302,1220,450,2076,164,0,100,203,24,5,1713,250,637,11,402,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,3,11,3,3,7,1,1890.66577908307,200,509,1316,280,0,0,NA,6,2,567,252,53,0,37,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,3,12,4,4,8,3,4184.61341996408,317,0,3041,586,0,43,183,19,4,1256,253,68,11,56,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,4,13,2,2,6,2,4094.20485730516,210,197,2307,294,0,193,197,14,4,1228,245,275,2,263,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,4,14,4,4,8,1,1212.45836890012,153,207,837,577,0,0,NA,6,2,364,250,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,4,15,1,1,5,1,1290.78956558078,301,223,831,183,0,0,NA,5,5,387,251,0,26,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,4,16,3,3,7,1,1088.80249419963,233,0,717,646,0,0,NA,3,2,326,252,0,41,0,38,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,5,17,4,4,8,1,1304.61823583209,43,503,701,267,0,0,NA,7,2,391,252,54,0,38,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,5,18,2,2,6,1,2021.8981707003,326,0,1208,803,0,0,NA,8,2,607,252,70,0,68,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,5,19,3,3,7,1,2021.40489494377,573,267,759,240,0,0,NA,8,3,607,252,79,0,68,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,5,20,1,1,5,1,1532.01456098577,180,0,1124,446,0,206,187,6,3,459,254,0,10,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,6,21,4,4,8,1,4089.20371908971,1163,787,1322,0,0,0,NA,17,1,1227,251,322,0,261,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,6,22,3,3,7,1,3278.80892607027,1067,70,1055,673,0,0,NA,10,3,984,250,251,0,225,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,6,23,1,1,5,1,1028.20643122868,297,0,613,573,0,0,NA,4,4,308,250,0,52,0,48,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,1,6,24,2,2,6,1,858.872286289625,224,306,346,236,0,130,290,4,4,258,250,40,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,7,25,6,2,10,2,7148.80037264629,1408,0,2566,173,0,613,217,17,2,2145,250,710,0,629,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,7,26,7,3,11,2,3871.11329825348,439,339,1424,156,0,83,220,13,5,1162,251,432,40,387,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,7,27,8,4,12,1,1429.34920621519,67,0,746,50,0,110,313,8,4,429,250,114,65,94,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,7,28,5,1,9,3,2629.77491955826,167,387,1450,146,73,156,194,7,4,789,249,143,0,122,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,8,29,6,2,10,1,3010.67234829861,664,457,1454,177,0,110,217,14,3,903,250,127,0,89,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,8,30,8,4,12,1,1610.68941423764,287,376,1128,226,0,0,NA,14,3,484,250,2,13,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,8,31,7,3,11,1,978.963308525636,303,543,610,224,0,0,NA,3,3,293,250,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,8,32,5,1,9,1,828.695966507439,263,0,454,334,0,136,200,4,4,248,250,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,9,33,6,2,10,1,1240.16801767175,241,580,630,210,0,0,NA,3,2,372,251,75,0,60,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,9,34,5,1,9,2,2422.06316092052,326,0,1269,589,0,0,NA,10,3,727,247,178,0,114,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,9,35,7,3,11,1,1526.29601045737,193,0,1123,643,0,0,NA,11,3,457,251,2,12,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,9,36,8,4,12,1,194.891556773655,0,287,104,464,0,0,NA,2,2,58,245,4,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,10,37,5,1,9,1,977.543095148576,184,216,536,533,0,0,NA,4,3,293,250,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,10,38,8,4,12,1,963.266444012334,210,394,123,303,0,0,NA,3,5,289,249,182,4,130,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,10,39,7,3,11,2,2341.51193110847,197,403,1806,0,0,0,NA,7,2,703,245,0,77,0,65,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,10,40,6,2,10,1,498.165265496937,237,397,176,186,0,0,NA,4,5,150,251,8,52,0,43,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,11,41,5,1,9,1,10007.976865134,3348,240,1628,363,0,93,220,34,4,3003,251,1193,0,957,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,11,42,6,2,10,1,2430.2150688145,892,0,470,776,0,0,NA,7,2,729,249,198,0,190,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,11,43,7,3,11,1,446.749742330212,93,0,270,756,0,0,NA,3,2,134,244,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,11,44,8,4,12,1,214.584305589597,0,164,193,330,0,176,640,2,3,64,250,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,12,45,6,2,10,1,1679.15071239986,417,580,516,136,0,0,NA,6,3,504,250,100,2,85,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,12,46,7,3,11,1,812.780517711872,307,90,437,236,0,0,NA,3,3,244,249,0,16,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,12,47,5,1,9,1,692.993701675732,177,0,429,737,0,0,NA,3,3,208,251,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,2,12,48,8,4,12,1,426.066350848487,0,0,413,424,0,174,263,1,4,127,271,0,55,0,47,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,13,49,11,3,15,1,4518.57776442557,1333,0,1197,234,0,500,190,14,3,1356,253,504,0,465,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,13,50,10,2,14,1,1248.77754987392,406,0,737,140,0,631,183,4,5,375,253,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,13,51,9,1,13,2,4727.06333479437,929,310,1276,183,140,167,283,15,4,1418,251,526,0,443,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,13,52,12,4,16,1,666.347167361891,200,443,381,150,0,84,206,6,3,199,254,0,4,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,14,53,11,3,15,1,1158.54987447347,43,300,643,440,0,0,NA,5,4,347,251,66,0,50,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,14,54,9,1,13,2,1552.91799787483,410,217,967,237,0,0,NA,4,3,466,247,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,14,55,12,4,16,2,1365.8370302237,137,260,884,336,0,0,NA,9,3,410,250,0,6,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,14,56,10,2,14,1,527.134696134453,173,0,253,217,0,374,416,3,3,158,250,0,57,0,49,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,15,57,11,3,15,1,855.700184189118,347,0,157,754,0,0,NA,4,4,257,252,80,0,69,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,15,58,9,1,13,1,1366.89430018123,200,400,1022,310,0,0,NA,4,3,410,253,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,15,59,10,2,14,1,743.726587301353,194,327,404,253,0,0,NA,5,3,223,250,0,9,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,15,60,12,4,16,1,555.62604671286,146,0,230,180,0,144,210,4,5,167,251,0,54,0,49,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,16,61,11,3,15,1,1602.00682579125,436,403,493,263,0,0,NA,6,2,481,252,96,34,89,31,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,16,62,10,2,14,1,787.121996036149,340,476,383,316,0,0,NA,3,2,237,251,3,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,16,63,9,1,13,1,780.319583076562,210,214,470,350,0,0,NA,3,5,235,249,0,2,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,16,64,12,4,16,1,252.909318791353,0,193,180,0,0,367,460,1,4,76,249,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,17,65,9,1,13,1,1348.054263839,280,313,618,246,0,0,NA,6,4,404,254,0,35,0,35,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,17,66,11,3,15,1,621.412317457725,223,383,340,213,0,0,NA,2,2,186,252,0,54,0,51,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,17,67,10,2,14,1,951.10228721569,193,0,643,733,0,0,NA,4,5,286,252,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,17,68,12,4,16,1,712.428415839895,0,0,331,520,0,0,NA,4,4,214,250,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,18,69,11,3,15,1,4072.8607451565,314,0,2239,170,0,560,217,14,3,1222,251,264,0,230,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,18,70,12,4,16,1,1078.17953191989,280,117,633,438,0,0,NA,8,3,323,250,2,48,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,18,71,9,1,13,1,731.874819004588,216,0,413,304,0,436,266,3,4,220,253,2,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P140_Exp3,NA,18,M,3,18,72,10,2,14,1,367.794937552389,27,147,274,0,0,550,273,3,3,111,250,0,0,0,0,26,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,1,1,3,3,7,2,7272.66314262852,1915,0,3656,184,0,433,217,33,15,2182,252,80,0,60,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,1,2,4,4,8,1,5027.06704605225,1625,0,2287,54,0,403,297,20,10,1508,250,56,2,56,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,1,3,1,1,5,2,4090.21890865006,307,184,2777,60,0,220,283,20,11,1227,252,35,17,28,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,1,4,2,2,6,3,6311.65238319772,1153,0,3570,164,0,382,213,27,17,1893,248,69,0,67,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,2,5,3,3,7,2,4875.73366732613,1762,57,2183,177,0,160,256,17,9,1463,248,44,61,38,56,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,2,6,4,4,8,2,4680.01745167567,472,66,2772,170,0,130,263,29,8,1404,250,21,72,0,69,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,2,7,2,2,6,2,3558.15408496892,563,207,2348,184,0,0,NA,14,6,1068,246,0,48,0,48,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,2,8,1,1,5,4,8656.56493633469,728,0,5634,73,0,182,483,42,10,2597,249,90,55,75,27,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,3,9,3,3,7,3,7267.56732351896,1520,201,4069,193,0,140,240,28,7,2180,249,126,52,120,50,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,3,10,2,2,6,1,6010.07562490122,1283,153,2836,44,0,411,236,25,9,1804,250,86,0,85,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,3,11,4,4,8,1,4656.67978074998,650,0,2739,235,0,90,230,15,15,1397,251,77,0,77,0,23,High,NA,NA,NA,NA,High
